order_num,PID,purchase_num,purchase_value,item_num,category,branches
1882245,c77d5079-725f-11e8-97aa-0a58ac13065a,1,13,10603662,tobacco,B
1882245,c77d5079-725f-11e8-97aa-0a58ac13065a,2,6,12001256,drinks,B
1882810,a24b2961-3973-4801-8e43-f575364c2b42,1,9.9,63000013,household cleaning,A
1883044,9a534c84-81ce-11e8-af7b-0a58ac1303f0,1,6.9,12000709,snacks,C
1883044,9a534c84-81ce-11e8-af7b-0a58ac1303f0,1,8.5,16400076,snacks,C
1883055,9a534c84-81ce-11e8-af7b-0a58ac1303f0,1,4.5,11000252,drinks,C
1883055,9a534c84-81ce-11e8-af7b-0a58ac1303f0,1,3.5,11000217,drinks,C
1883074,9a534c84-81ce-11e8-af7b-0a58ac1303f0,1,14,99001158,tobacco,C
1883293,2a78a22c-4d46-11e8-b7db-0a58ac130522,2,10,60603273,snacks,B
1883679,c6e98de0-a248-46b2-8623-14f6c7fa6a79,1,2,11000391,drinks,B
1883692,6e026741-25b9-11e8-ae82-0a58ac130028,1,4,15000036,reconciliation,B
1883692,6e026741-25b9-11e8-ae82-0a58ac130028,1,5.8,99936482,auxiliary meal,B
1883780,114ce78e-90e1-11e8-bfb0-0a58ac1305b1,1,7.9,18071606,snacks,A
1883780,114ce78e-90e1-11e8-bfb0-0a58ac1305b1,1,4.3,99005093,snacks,A
1883780,114ce78e-90e1-11e8-bfb0-0a58ac1305b1,1,11.9,12604002,snacks,A
1883780,114ce78e-90e1-11e8-bfb0-0a58ac1305b1,1,7.9,18071605,snacks,A
1883780,114ce78e-90e1-11e8-bfb0-0a58ac1305b1,1,9.9,12000205,snacks,A
1883780,114ce78e-90e1-11e8-bfb0-0a58ac1305b1,2,14,11000024,drinks,A
1883780,114ce78e-90e1-11e8-bfb0-0a58ac1305b1,1,0.2,50000006,shopping bag,A
1883951,56bef211-17e8-4ef3-b023-635cc64e9110,3,38.4,70000109,fast food,B
1884532,03ed9ee7-4cf5-11e8-b76b-0a58ac130522,1,9,13000077,snacks,B
1884620,42e7b8e9-8516-11e8-b2ce-0a58ac1303f0,2,2,15616655,snacks,A
1884983,0d9df601-0b47-11e8-b07b-0a58ac130255,2,7,11000221,drinks,B
1885091,1e248beb-6bc8-11e8-8e30-0a58ac1303bc,1,3,11000014,drinks,B
1885147,d9138b1c-7527-11e8-902e-0a58ac13059c,1,5.5,11000305,alcohol,B
1885147,d9138b1c-7527-11e8-902e-0a58ac13059c,3,12,11000747,alcohol,B
1885147,d9138b1c-7527-11e8-902e-0a58ac13059c,1,8,10000004,tobacco,B
1885180,51b91f76-4a5c-11e8-9c91-0a58ac1300da,1,4.5,13000343,snacks,A
1885303,80d07477-1c6f-11e8-bba3-0a58ac130020,3,52.5,99929042,tobacco,B
1885309,2e940829-8b18-45db-aad3-9e6f659a31b2,1,2,40000029,fast food,A
1885315,2e940829-8b18-45db-aad3-9e6f659a31b2,1,4,11000110,dairy,A
1885447,d612c261-5287-11e8-ba29-0a58ac13035b,5,10,99002183,drinks,A
1885529,43b0c5b2-841c-11e8-b1c8-0a58ac1303f0,1,13,10603662,tobacco,B
1885609,69913746-fb10-452a-b589-0d320c68663f,1,2.5,18010803,snacks,A
1885656,6dec15b4-479f-11e8-b4a8-0a58ac130522,1,4,12604226,drinks,C
1885656,6dec15b4-479f-11e8-b4a8-0a58ac130522,1,4.5,12000135,snacks,C
1885656,6dec15b4-479f-11e8-b4a8-0a58ac130522,2,3,18010817,fast food,C
1885656,6dec15b4-479f-11e8-b4a8-0a58ac130522,1,3.5,99004132,snacks,C
1885656,6dec15b4-479f-11e8-b4a8-0a58ac130522,2,3,13000094,auxiliary meal,C
1885656,6dec15b4-479f-11e8-b4a8-0a58ac130522,1,0.3,50000005,shopping bag,C
1885656,6dec15b4-479f-11e8-b4a8-0a58ac130522,1,3.5,12000195,snacks,C
1885754,37adfdb1-dde6-499a-9400-78fb76c7bf44,1,4,13000135,snacks,C
1885779,aaf1c2fa-835f-11e8-b106-0a58ac1303f0,1,12.9,30603420,fast food,A
1885779,aaf1c2fa-835f-11e8-b106-0a58ac1303f0,1,6.5,18061006,snacks,A
1885779,aaf1c2fa-835f-11e8-b106-0a58ac1303f0,1,4.3,12000668,snacks,A
1885779,aaf1c2fa-835f-11e8-b106-0a58ac1303f0,1,4,12604226,drinks,A
1885804,91dec187-ea2a-4c76-b983-cc7bc9dfdfff,1,15.8,33603873,snacks,B
1885907,11c0ac2d-3fbe-4629-97e6-e86f545a838e,1,5.5,12000040,snacks,C
1885912,65432325-4a06-11e8-b597-0a58ac130522,1,1,99003842,snacks,A
1885912,65432325-4a06-11e8-b597-0a58ac130522,2,3,12000011,snacks,A
1885982,5ee88639-251b-11e8-ae6b-0a58ac130028,1,5.5,11000061,drinks,B
1886094,97758ec5-f6d2-4774-aeac-616f3a7b5468,1,16.799999,70000238,fast food,B
1886172,0e3ea88f-6c76-11e8-8e75-0a58ac1303bc,1,4,12604182,drinks,A
1886174,e11897a0-88ea-42b5-b91d-1e80a167ce2f,1,2,11000372,dairy,A
1886350,ca3782b3-fb7f-4365-925f-009323bf8949,1,26,32000121,houseware,A
1886899,fbc65543-462c-11e8-b0f2-0a58ac130519,1,12.8,70000266,fast food,B
1886981,c82a38c7-4a00-11e8-b590-0a58ac130522,1,5,99000712,drinks,B
1887401,2556e990-3dc8-4bed-8d67-b1563cf305af,2,2.4,13000302,fast food,B
1887401,2556e990-3dc8-4bed-8d67-b1563cf305af,2,3,99900485,fresh,B
1887447,db490f19-576d-11e8-a284-0a58ac130603,2,7,11000121,drinks,A
1887459,2556e990-3dc8-4bed-8d67-b1563cf305af,1,3,11000006,drinks,B
1887631,f5680abb-926f-11e8-8161-0a58ac1305b1,1,5,70000236,snacks,A
1887782,e121d1db-a92e-4fdb-a557-e850f736b962,1,35.900002,65020016,houseware,A
1887791,de6e9124-8164-4f29-a61d-c49050b50141,1,13,10603662,tobacco,B
1887973,e8c1ced4-6bf6-4230-af58-30c6fc0e7a67,1,4.5,16400121,snacks,A
1887973,e8c1ced4-6bf6-4230-af58-30c6fc0e7a67,2,1,12000029,snacks,A
1887973,e8c1ced4-6bf6-4230-af58-30c6fc0e7a67,1,4,15000013,reconciliation,A
1887973,e8c1ced4-6bf6-4230-af58-30c6fc0e7a67,1,6.9,99922713,grain and oil,A
1887973,e8c1ced4-6bf6-4230-af58-30c6fc0e7a67,1,1,99936485,auxiliary meal,A
1888057,a7717f71-9007-11e8-be70-0a58ac1305b1,1,6.9,12000130,snacks,A
1888100,9841cc67-7d21-11e8-acf1-0a58ac130661,4,4.5,12000113,snacks,A
1888210,4412804c-9173-11e8-8019-0a58ac1305b1,1,3.5,11000121,drinks,A
1888256,4bba19ee-0b34-11e8-802d-0a58ac13000c,5,5,17122911,snacks,B
1888505,9b29b98f-b1c4-4cef-b446-220d03582fce,1,5,60603282,snacks,B
1888505,9b29b98f-b1c4-4cef-b446-220d03582fce,1,5,60603281,snacks,B
1888598,adde980a-1c66-11e8-bb9f-0a58ac130020,1,4.5,30603390,fast food,B
1888612,adde980a-1c66-11e8-bb9f-0a58ac130020,1,3.3,11000428,drinks,B
1888641,8f8fb743-a360-44a5-94c4-0f53c9fb8d1a,1,2.5,93895418,fast food,B
1888653,ea787815-50dd-11e8-83d0-0a58ac130356,1,2.5,93895418,fast food,B
1888694,479e1eca-446e-4cfe-8141-0d3c3a40ae2c,1,3,12001257,drinks,B
1888797,c48cb297-e81b-416d-b433-6e92265cc68b,1,3,11000057,drinks,B
1888814,b0571bad-824d-11e8-afd8-0a58ac1303f0,1,2,40000029,fast food,B
1888818,2f970fa4-515e-4d19-a267-f64bd8f05a45,2,8,11000110,dairy,A
1888881,ec0b4d9a-a16c-4bda-9f5d-c66ae6fab079,1,5,12604227,drinks,B
1889004,a0618a50-7544-11e8-9060-0a58ac13059c,1,12.5,11000400,alcohol,C
1889007,9a370ff2-b1c1-4fb8-be6f-20c34d7fc019,1,6.8,99005807,snacks,B
1889392,f0006d77-362a-11e8-95b4-0a58ac13009d,1,13,10603662,tobacco,B
1889392,f0006d77-362a-11e8-95b4-0a58ac13009d,1,2,10603559,tobacco,B
1889405,8f30c47b-891c-49fe-93ad-d73f7c1cd746,1,10,10000049,tobacco,A
1889621,3e4da65b-4622-11e8-b0ef-0a58ac130519,1,5,99008543,snacks,B
1889674,dd0bdb03-ce05-4283-9c5f-aa9f044fd6e5,1,1.5,67000021,stationery,A
1889697,0c84dc02-8703-11e8-9363-0a58ac13066c,1,5.5,30000011,personal cleaning,B
1889697,0c84dc02-8703-11e8-9363-0a58ac13066c,1,12.5,30000076,personal cleaning,B
1889853,75892655-c44e-4ccb-b2e2-70e00b8d35db,1,1,10603552,tobacco,B
1889919,9a4205c7-4335-45c2-8ed0-1edd52d0a8b8,1,4.5,11000410,dairy,A
1890123,d2d59155-739e-11e8-98e8-0a58ac13065a,1,3.5,11000030,drinks,B
1890582,72ff5710-4500-11e8-b037-0a58ac130519,2,2.4,18000135,fast food,C
1890627,fe64dea0-713c-11e8-9924-0a58ac130598,1,3,40000005,fast food,A
1890685,1f64503e-7f65-11e8-b01e-0a58ac130661,1,3,11000013,drinks,A
1890730,a4fb8479-5b77-4d13-9721-ebd88ecfe232,1,5.5,12604156,drinks,A
1890730,a4fb8479-5b77-4d13-9721-ebd88ecfe232,1,3,40000005,fast food,A
1890859,405effee-7b96-11e8-9872-0a58ac130661,4,24,11000077,alcohol,C
1890871,c4a529e1-65d4-479a-b193-9c86356441b4,1,3.5,99004778,dairy,A
1890955,d6da6b36-9322-11e8-8258-0a58ac1305b1,1,2,11000132,drinks,B
1891169,fdafc1b7-61be-4a37-9f0f-3dd3555a8196,1,6,12604249,drinks,B
1891198,b5580036-f242-4a68-aa89-a3c2ae1a0538,1,0.5,99917861,snacks,C
1891198,b5580036-f242-4a68-aa89-a3c2ae1a0538,1,0.5,99917860,snacks,C
1891242,3c06a87d-8b79-11e8-b6ff-0a58ac1305b1,1,2,13000348,snacks,A
1891308,c4a19876-e0fd-41ad-831a-0ef84c5ffeb6,1,3.3,99004104,dairy,B
1891396,068bb564-3e3d-11e8-b5e0-0a58ac130503,1,6.5,12604212,drinks,B
1891442,b1bf94fd-627e-11e8-aab9-0a58ac13039c,1,5,12604239,drinks,B
1891488,9139a650-ea29-429c-af12-20272af81a02,1,6,12604101,drinks,C
1891574,dc7f23a3-3268-11e8-b234-0a58ac130054,2,14,60603262,snacks,B
1891882,73311e3c-c20f-4637-90eb-0c1d9239b5c7,2,3.6,13000066,auxiliary meal,A
1891884,356553f0-0e83-4578-94fa-4cfcf3bd0d64,2,3.5,12000245,snacks,B
1891995,f0589bc3-1dac-11e8-bbce-0a58ac130020,1,5.5,40603717,snacks,B
1892542,22cd22b1-4e0a-11e8-836a-0a58ac130356,1,4,33600636,leisure,C
1892733,61e5b59a-62dc-11e8-8656-0a58ac1303b3,1,9.5,10000054,tobacco,C
1892816,766f361a-bac2-4e63-ac97-9866c535b0f8,1,9.9,12000255,snacks,C
1892816,766f361a-bac2-4e63-ac97-9866c535b0f8,1,3.5,12000523,snacks,C
1892816,766f361a-bac2-4e63-ac97-9866c535b0f8,1,4.5,12000402,snacks,C
1892922,9a369302-5448-11e8-ba65-0a58ac13035b,1,4.8,16400099,snacks,B
1892922,9a369302-5448-11e8-ba65-0a58ac13035b,1,2,11000132,drinks,B
1892922,9a369302-5448-11e8-ba65-0a58ac13035b,1,2.5,40000002,fast food,B
1893234,e2024448-0818-11e8-9118-0a58ac130242,1,4,13000345,snacks,C
1893234,e2024448-0818-11e8-9118-0a58ac130242,1,2,11000269,drinks,C
1893290,3aa22a90-7b68-41ba-94ea-f0bca8fe779f,2,7,40000015,fast food,A
1893515,b7ad70f5-691b-11e8-8d1b-0a58ac1303bc,1,3.5,11000030,drinks,B
1893515,b7ad70f5-691b-11e8-8d1b-0a58ac1303bc,1,4,60603279,snacks,B
1893612,69b28494-40b6-42dc-90fd-773bfaff5072,1,4,12604159,drinks,A
1893866,5ba536f4-b828-4456-884e-f5a7a4e6a3e9,1,21,10000012,tobacco,C
1894115,42842a9b-8ce5-11e8-ba37-0a58ac1305b1,1,0.3,50000005,shopping bag,C
1894115,42842a9b-8ce5-11e8-ba37-0a58ac1305b1,3,6,99900225,alcohol,C
1894115,42842a9b-8ce5-11e8-ba37-0a58ac1305b1,3,16.5,99004528,snacks,C
1894472,60aff2c5-8be3-4aac-803f-d742a1dcbc90,1,4.5,12000716,snacks,B
1894472,60aff2c5-8be3-4aac-803f-d742a1dcbc90,1,1.5,12000011,snacks,B
1894472,60aff2c5-8be3-4aac-803f-d742a1dcbc90,1,3,12000676,snacks,B
1894849,c45ce788-efbc-40b2-917d-f9898a78b55a,1,5,30000282,personal cleaning,A
1895008,724895a0-6bdd-11e8-8e4a-0a58ac1303bc,2,10,11000226,drinks,C
1895496,f683114d-4bd1-4b86-825e-ff665a4b7a92,1,0.2,50000006,shopping bag,A
1895496,f683114d-4bd1-4b86-825e-ff665a4b7a92,1,5,70000236,snacks,A
1895496,f683114d-4bd1-4b86-825e-ff665a4b7a92,1,6.5,99004416,snacks,A
1895496,f683114d-4bd1-4b86-825e-ff665a4b7a92,1,5,12000128,snacks,A
1895562,2c7ded6b-5449-11e8-ba65-0a58ac13035b,1,2.5,11000185,dairy,C
1895562,2c7ded6b-5449-11e8-ba65-0a58ac13035b,1,4.5,13000008,fast food,C
1895642,2c90620a-3276-11e8-b243-0a58ac130054,1,16,10000084,tobacco,C
1895642,2c90620a-3276-11e8-b243-0a58ac130054,1,2,11000133,drinks,C
1895642,2c90620a-3276-11e8-b243-0a58ac130054,1,22,30000029,OTC,C
1895821,92286ba6-8fe4-11e8-be0a-0a58ac1305b1,3,10.5,60603274,snacks,A
1895863,f683f9fb-9309-11e8-821c-0a58ac1305b1,1,11,99918300,personal cleaning,C
1895925,36d145d2-3fcf-4ef5-bb68-02207ef50706,2,6,99928384,snacks,B
1895925,36d145d2-3fcf-4ef5-bb68-02207ef50706,2,8,13000315,snacks,B
1895925,36d145d2-3fcf-4ef5-bb68-02207ef50706,2,4.5,60603263,snacks,B
1895925,36d145d2-3fcf-4ef5-bb68-02207ef50706,2,20,60603268,snacks,B
1896162,20804507-633b-11e8-866b-0a58ac1303b3,1,2,12604131,drinks,C
1896169,b6b19904-41f6-42bb-83a5-764cae8850fa,4,2.5,11000012,dairy,C
1896213,0da5045b-49b9-11e8-b565-0a58ac130522,1,4,11000136,drinks,C
1896213,0da5045b-49b9-11e8-b565-0a58ac130522,1,16,10000084,tobacco,C
1896267,129b34cf-0b43-11e8-b00c-0a58ac130255,1,15,10000042,tobacco,B
1896554,6701e61c-7fc6-457e-9723-8a540558a3b4,1,9,10000015,tobacco,B
1896734,227e1688-4aea-11e8-b62f-0a58ac130522,1,5.5,11000061,drinks,A
1896734,227e1688-4aea-11e8-b62f-0a58ac130522,1,10,12001200,snacks,A
1896806,405db2d2-ffd9-43b3-8bd2-a9479906084f,1,9.9,63000013,household cleaning,C
1896806,405db2d2-ffd9-43b3-8bd2-a9479906084f,1,3.9,99916103,household cleaning,C
1896806,405db2d2-ffd9-43b3-8bd2-a9479906084f,1,23.5,32000134,household cleaning,C
1896806,405db2d2-ffd9-43b3-8bd2-a9479906084f,1,0.2,50000006,shopping bag,C
1896806,405db2d2-ffd9-43b3-8bd2-a9479906084f,1,4,13000345,snacks,C
1896806,405db2d2-ffd9-43b3-8bd2-a9479906084f,1,5,60603281,snacks,C
1897077,cdc1e83b-38aa-11e8-a65d-0a58ac130259,1,7.5,10603704,tobacco,B
1897786,6d4027a3-48d5-4f74-9684-70b6c5b43dce,1,13,10000017,tobacco,B
1897786,6d4027a3-48d5-4f74-9684-70b6c5b43dce,1,4,11000183,drinks,B
1897786,6d4027a3-48d5-4f74-9684-70b6c5b43dce,1,5,11000226,drinks,B
1897814,bec4a358-4532-11e8-b052-0a58ac130519,1,22.9,99001733,personal cleaning,B
1898005,9150c1d4-93ec-11e8-83a4-0a58ac1305b1,1,2,13000075,snacks,A
1898128,289085bf-b7db-4b66-835d-0b7339660db0,1,3,11000018,drinks,B
1898908,9b950043-1d56-11e8-bbca-0a58ac130020,1,4.5,11000411,drinks,B
1898908,9b950043-1d56-11e8-bbca-0a58ac130020,1,4.5,12604186,drinks,B
1899084,b28aecb3-dfda-4650-979f-c3b6c4e03e92,1,45,10000018,tobacco,B
1899114,72fc442c-30c3-11e8-a072-0a58ac130032,1,9.9,12000206,snacks,B
1899614,a3d4a0b7-4152-11e8-bd48-0a58ac130510,1,45,10000018,tobacco,B
1900036,6a7037c8-34bb-4ffe-b581-fae7fb29c8fc,1,0.75,13000112,auxiliary meal,A
1900036,6a7037c8-34bb-4ffe-b581-fae7fb29c8fc,1,2.5,18111814,snacks,A
1900036,6a7037c8-34bb-4ffe-b581-fae7fb29c8fc,1,4.5,13000034,fast food,A
1900051,f8723c36-8db0-11e8-bba1-0a58ac1305b1,1,7.5,12601532,snacks,B
1900051,f8723c36-8db0-11e8-bba1-0a58ac1305b1,1,1,11000019,drinks,B
1900051,f8723c36-8db0-11e8-bba1-0a58ac1305b1,1,5,11000022,drinks,B
1900098,8649b521-253d-11e8-ae74-0a58ac130028,1,3.5,12000100,snacks,B
1900722,5010ed58-40fa-4ab9-aa5d-44f8bc97caf2,4,35.6,13603842,dairy,B
1900997,8649b521-253d-11e8-ae74-0a58ac130028,1,2.5,35000181,stationery,B
1901620,1f4f9178-77b4-11e8-939b-0a58ac130661,2,32,10000014,tobacco,B
1901713,885d4eeb-8696-4cf8-94a2-8dcd59f262b0,1,3.5,11000030,drinks,A
1901903,c3329209-8132-11e8-aef3-0a58ac1303f0,1,4.5,13000090,fast food,B
1901903,c3329209-8132-11e8-aef3-0a58ac1303f0,2,1.5,13000112,auxiliary meal,B
1901983,3c7edb30-8e40-11e8-bc13-0a58ac1305b1,1,3,11000029,drinks,B
1901983,3c7edb30-8e40-11e8-bc13-0a58ac1305b1,1,25,10603800,tobacco,B
1902264,383f5f6c-a119-425f-b160-6f8aee0c228d,1,1,10603552,tobacco,A
1902356,adee4ffb-42fb-11e8-b27f-0a58ac130517,2,40,10603681,tobacco,A
1902356,adee4ffb-42fb-11e8-b27f-0a58ac130517,1,25,10000024,tobacco,A
1902911,00feb773-1f9a-11e8-bc3e-0a58ac130020,1,5.5,11603816,drinks,B
1902911,00feb773-1f9a-11e8-bc3e-0a58ac130020,1,9.5,30600900,personal cleaning,B
1903152,5417d521-4eeb-11e8-838b-0a58ac130356,1,7,91000017,dairy,C
1903152,5417d521-4eeb-11e8-838b-0a58ac130356,1,13.3,11000179,dairy,C
1903152,5417d521-4eeb-11e8-838b-0a58ac130356,1,7,91000146,dairy,C
1903152,5417d521-4eeb-11e8-838b-0a58ac130356,1,4,13000315,snacks,C
1903152,5417d521-4eeb-11e8-838b-0a58ac130356,1,0.2,50000006,shopping bag,C
1903251,d5322610-9329-49e8-ba5b-527c08ee2153,1,2,11000133,drinks,A
1903289,e7694970-4924-48ff-9c42-b0f50a6c9e13,1,3.5,11000030,drinks,A
1903453,6c489f46-931f-11e8-824b-0a58ac1305b1,3,7.5,11000002,drinks,B
1903688,f8357c85-6117-11e8-aa6b-0a58ac13039c,1,7,91000146,dairy,C
1903688,f8357c85-6117-11e8-aa6b-0a58ac13039c,1,6,99931985,drinks,C
1903688,f8357c85-6117-11e8-aa6b-0a58ac13039c,1,2.5,11000116,drinks,C
1903688,f8357c85-6117-11e8-aa6b-0a58ac13039c,1,2.5,11000115,drinks,C
1903688,f8357c85-6117-11e8-aa6b-0a58ac13039c,1,2.5,11000114,drinks,C
1903688,f8357c85-6117-11e8-aa6b-0a58ac13039c,1,0.3,50000005,shopping bag,C
1903688,f8357c85-6117-11e8-aa6b-0a58ac13039c,1,5.5,99931905,dairy,C
1903688,f8357c85-6117-11e8-aa6b-0a58ac13039c,1,5,12604213,dairy,C
1903995,c92cf8dd-456f-4eae-b736-fe593650ebcf,1,16,10000072,tobacco,A
1904036,d9c1bc8d-0cf3-11e8-a634-0a58ac13001a,1,14,10603591,tobacco,A
1904059,85599812-0781-11e8-a36e-0a58ac130242,1,13,10000017,tobacco,C
1904218,3103b5f2-44c6-11e8-b026-0a58ac130519,2,52,10603752,tobacco,C
1904218,3103b5f2-44c6-11e8-b026-0a58ac130519,1,5.8,99936483,fast food,C
1904218,3103b5f2-44c6-11e8-b026-0a58ac130519,1,3.5,11000518,drinks,C
1904218,3103b5f2-44c6-11e8-b026-0a58ac130519,3,12,11000325,drinks,C
1904913,fdf6ccec-f361-4a19-bd6c-c2bac1df3f12,1,4.9,18100610,snacks,C
1904923,30c753ea-523a-11e8-ba21-0a58ac13035b,1,8,10000021,tobacco,C
1905311,9e646f02-abce-4cfb-a62d-32fd447caeff,1,4.5,13000154,fast food,B
1905311,9e646f02-abce-4cfb-a62d-32fd447caeff,1,1.5,13000047,auxiliary meal,B
1905311,9e646f02-abce-4cfb-a62d-32fd447caeff,1,4.5,13000008,fast food,B
1905441,44d6a388-39ac-11e8-85be-0a58ac130136,1,4,11000232,dairy,B
1905441,44d6a388-39ac-11e8-85be-0a58ac130136,1,5.5,12604132,drinks,B
1905465,ad4f5eae-b241-410b-af07-0c580a7efc18,1,17,99000330,tobacco,B
1905465,ad4f5eae-b241-410b-af07-0c580a7efc18,1,6,11000001,drinks,B
1906231,8708710e-5900-422a-93c1-3c26ecc0fc64,1,16,10000014,tobacco,B
1906321,82d24455-4749-11e8-befb-0a58ac13033c,1,3.5,99933081,snacks,C
1906321,82d24455-4749-11e8-befb-0a58ac13033c,1,3.5,12604032,snacks,C
1906397,496acd0d-a5b5-49b7-9aa0-e0d84c512b46,1,6,12604129,dairy,A
1906397,496acd0d-a5b5-49b7-9aa0-e0d84c512b46,1,6,93895754,fast food,A
1906546,ac8aa727-7a0b-11e8-966e-0a58ac130661,1,4.5,11000173,drinks,B
1906566,298d5864-3314-4432-9cb0-616ea945ea7c,1,3.5,99004778,dairy,C
1906622,6fa543bd-8432-45c0-ae66-5ec63454cda7,1,4,11000162,dairy,B
1906707,9edd8e42-8b42-11e8-b6a4-0a58ac1305b1,1,3.5,40600267,fast food,A
1907000,11508747-869a-4471-82de-35afa0e7ba58,1,10,10603778,tobacco,A
1907091,90e591fc-286a-46a1-a13e-17c32dc1086f,1,2.5,11000114,drinks,A
1907150,e3a4aa2f-8fc5-11e8-bde4-0a58ac1305b1,1,16,99001060,tobacco,A
1907243,252c0a81-2bd4-11e8-b925-0a58ac13002b,2,38,10000031,tobacco,B
1907327,1894d255-efa1-47d2-ac01-07e4bd403f40,1,5.5,12604189,drinks,A
1907327,1894d255-efa1-47d2-ac01-07e4bd403f40,1,16,10000084,tobacco,A
1907357,a6592241-5e11-11e8-ab5c-0a58ac13062f,1,9,40603711,snacks,A
1907540,0c5ccee6-6e3a-4bca-87c0-4bbf9386a6bd,1,2,99002183,drinks,B
1907575,4415933b-e70b-4f17-9b1a-ed37f1350e4b,1,5.5,13000152,fast food,B
1907970,047f75b7-b308-4431-b248-701175c5d2e5,1,2,40000029,fast food,B
1908250,cc683cd7-1b78-11e8-a462-0a58ac130270,1,1,10603552,tobacco,B
1908250,cc683cd7-1b78-11e8-a462-0a58ac130270,1,16,10000064,tobacco,B
1908449,7d1c7149-dbf2-463a-b9c1-9ce470932ae4,1,11,10000037,tobacco,C
1908621,52315d5a-5c0d-4310-b6f1-d6453c869ec7,1,4.5,11000280,drinks,A
1908640,1573c02f-52b5-4912-812b-52462d677215,2,46,10000061,tobacco,B
1908818,733d10ca-a4da-4c0a-9fde-2638c053f96e,1,6,12604101,drinks,A
1908818,733d10ca-a4da-4c0a-9fde-2638c053f96e,1,10.5,15616620,snacks,A
1908818,733d10ca-a4da-4c0a-9fde-2638c053f96e,1,6,32603545,personal cleaning,A
1909013,4aa491e3-4ea9-400f-9da1-6eacc37ba0e8,1,2,11000099,dairy,A
1909013,4aa491e3-4ea9-400f-9da1-6eacc37ba0e8,1,5,40600208,fast food,A
1909130,203a67b8-4c25-11e8-b6e9-0a58ac130522,1,4,33000004,leisure,C
1909130,203a67b8-4c25-11e8-b6e9-0a58ac130522,1,8.5,99931872,personal cleaning,C
1909130,203a67b8-4c25-11e8-b6e9-0a58ac130522,1,11,30600867,personal cleaning,C
1909269,c73a24f2-a7bd-43b7-8474-aec07bbf45dd,4,4,12604197,dairy,B
1909311,c9b40d15-5903-11e8-a83d-0a58ac130384,1,11.9,13000249,edible condiments,A
1909368,fc8d8c77-a820-4c3a-8165-4e27541c8e3e,1,6.5,11601838,drinks,A
1910170,db71bd8e-41b8-4212-a23f-f947a99c737b,1,7,60603315,dairy,B
1910170,db71bd8e-41b8-4212-a23f-f947a99c737b,1,7,91000146,dairy,B
1910252,21da3a55-a796-4ae7-9b5d-eb4ae56e500b,1,9,91000147,dairy,A
1910310,63d398ad-b2bf-4ae1-b4ac-5028ddffd239,1,5,70000236,snacks,A
1910310,63d398ad-b2bf-4ae1-b4ac-5028ddffd239,1,6,11000079,drinks,A
1910310,63d398ad-b2bf-4ae1-b4ac-5028ddffd239,1,2,10603559,tobacco,A
1911103,69d85ca4-77ac-460a-af43-a7ba132d319e,1,10,13000364,edible condiments,A
1911546,4d24f5d4-5d4a-11e8-ba5b-0a58ac13062e,1,3.5,11000152,drinks,C
1911632,234832c2-9b2b-4b59-b93a-af8cb985eb71,1,3,11000014,drinks,C
1911632,234832c2-9b2b-4b59-b93a-af8cb985eb71,1,11,10000099,tobacco,C
1911828,bf25a724-5feb-4960-ac96-fdc042a6ac44,1,3.5,40600267,fast food,A
1911828,bf25a724-5feb-4960-ac96-fdc042a6ac44,1,3,93000006,fast food,A
1912376,2ef315ab-9308-11e8-8217-0a58ac1305b1,1,0.2,50000006,shopping bag,A
1912376,2ef315ab-9308-11e8-8217-0a58ac1305b1,2,6,11000006,drinks,A
1912376,2ef315ab-9308-11e8-8217-0a58ac1305b1,2,6,11000014,drinks,A
1912706,ea86d30d-23ef-490c-8519-01ef1a8872a6,1,21,10000012,tobacco,A
1912706,ea86d30d-23ef-490c-8519-01ef1a8872a6,1,1,10603552,tobacco,A
1913195,006cbab3-252d-11e8-ae70-0a58ac130028,2,24,99000323,tobacco,B
1913561,b51af953-50d0-4b93-85a0-e5f0ac4803f8,1,3.5,11000075,drinks,B
1913561,b51af953-50d0-4b93-85a0-e5f0ac4803f8,1,3,11000258,drinks,B
1913722,6c5765c9-1615-487a-81c1-1812c462f322,1,5.5,12604058,drinks,B
1914050,8977510c-76d4-11e8-9237-0a58ac130661,4,8,11000036,drinks,B
1914050,8977510c-76d4-11e8-9237-0a58ac130661,2,27,11000168,drinks,B
1914123,ae7ffd73-80cb-11e8-ae62-0a58ac1303f0,1,4.5,11603776,drinks,C
1914131,06acb8a1-49b9-11e8-b565-0a58ac130522,1,3.5,40600267,fast food,B
1914131,06acb8a1-49b9-11e8-b565-0a58ac130522,1,1.5,93895468,fast food,B
1914131,06acb8a1-49b9-11e8-b565-0a58ac130522,1,5,60603302,dairy,B
1914811,7f1c4ce6-56b3-4d09-be21-59b0ae9033e4,1,4,99003679,snacks,A
1914881,e7217ccd-7424-48d3-a0d4-29560b7dbcdd,1,2,11000270,drinks,A
1915009,52086a58-9320-11e8-824b-0a58ac1305b1,1,13,10603662,tobacco,B
1915353,1d8509e1-e5bc-4164-a540-eb0772679401,1,4.5,11000169,drinks,A
1915620,89ef5ddf-d04e-4994-922c-4810ab8e10a2,1,9,10000015,tobacco,B
1916063,bd63ff7d-490f-4d2f-8b70-88f3830e9041,1,7.5,11000196,drinks,A
1916107,55a3ff7f-957b-4933-aff9-b6d60fbb009c,1,13.5,92000005,fresh,A
